Unique ID,Name,Honoree,City,County,State,Side,Coordinates,Symbol Type,Symbol Category,Sponsor,Year Dedicated,Year Removed,Was this symbol removed?
2142,Varina Banks Howell Davis Flower Garden,Winnie Davis,Vicksburg,Warren,MS,South,"32.352017, -90.878900",Monument,Courthouse Grounds,Unknown,unknown,,Active
668,Lee Highway,Robert E. Lee,Walnut,Tippah,MS,South,"36.520144, -82.741724",Highway / Roadway,Roads,Unknown,Unknown,,Active
661,Jeff Davis Avenue,Jefferson Davis,Waveland,Hancock,MS,South,"30.292910, -89.370840",Highway / Roadway,Roads,Unknown,Unknown,,Active
1997,Wayne County Civil War Monument,No specific honoree,Waynesboro,Wayne,MS,South,"31.674733, -88.647383",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Active
623,Beauregard Road,Pierre Gustave Toutant-Beauregard,Wesson,Copiah,MS,South,"31.733000, -90.338560",Highway / Roadway,Roads,Unknown,Unknown,,Active
690,Confederate Monument,No specific honoree,West Point,Clay,MS,South,"33.605549, -88.647871",Monument,Other: Monument,United Daughters of the Confederacy,1907,,Active
718,Confederate Memorial Statue,No specific honoree,Winona,Montgomery,MS,South,"33.482889, -89.729047",Monument,Other Government Office Grounds,United Daughters of the Confederacy,1909,,Active
691,Confederate Monument,No specific honoree,Yazoo City,Yazoo,MS,South,"32.850567, -90.411667",Monument,Other: Monument,"United Daughters of the Confederacy, United Confederate Veterans, and Sons of Confederate Veterans, and people of Yazoo County",1909,,Active
730,Confederate Dam,No specific honoree,Dillon,Beaverhead,MT,Not a State,"44.896705, -113.266073",Other,"Other: Parks/Trails, Etc.",Unknown,Unknown,,Active
3030,Jeff Davis Creek,Jefferson Davis,Dillon,Beaverhead,MT,Not a State,"44.900434, -113.268233",Other,"Other: Parks/Trails, Etc.",Unknown,Unknown,,Active
729,Confederate Memorial Fountain,No specific honoree,Helena,Lewis and Clark,MT,Not a State,"46.593333, -112.040000",Monument,Other: Monument,United Daughters of the Confederacy,1916,2017,Removed
779,Confederate Soldiers Monument,No specific honoree,Albemarle,Stanly,NC,South,"35.349910 , -80.201080",Monument,Other: Monument,United Daughters of the Confederacy,1925,,Active
828,Confederate Soldiers Monument,No specific honoree,Asheboro,Randolph,NC,South,"35.706183, -79.813083",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Active
829,Monument to 60th Regiment North Carolina Volunteers,No specific honoree,Asheville,Buncombe,NC,South,"35.596260 , -82.548770",Monument,Courthouse Grounds,United Daughters of the Confederacy,1905,,Active
1815,Robert E. Lee Dixie Highway Monument,Robert E. Lee,Asheville,Buncombe,NC,South,"35.595069, -82.551533",Monument,Other: Monument,United Daughters of the Confederacy,1926,,Active
1814,Zebulon Vance Obelisk,Zebulon Baird Vance,Asheville,Buncombe,NC,South,"35.595074, -82.551447",Monument,Other: Monument,Vance Monument Association,1897,,Active
830,Mitchell County's Confederate Dead,No specific honoree,Bakersville,Mitchell,NC,South,"36.015511, -82.158191",Monument,Courthouse Grounds,Sons of Confederate Veterans and Martha Reid Silver Confederate Memorial Association,2011,,Active
2211,Pamlico County Confederate Monument,No specific honoree,Bayboro,Pamlico,NC,South,"35.142883, -76.771017",Monument,Courthouse Grounds,United Daughters of the Confederacy,1939,,Active
780,Confederate Soldiers Monument,No specific honoree,Beaufort,Carteret,NC,South,"34.719317, -76.662800",Monument,Other: Monument,United Daughters of the Confederacy,1926,,Active
831,Confederate Soldiers Monument,No specific honoree,Burgaw,Pender,NC,South,"34.550570 , -77.926340",Monument,Courthouse Grounds,United Daughters of the Confederacy,1914,,Active
732,Pender County,William Dorsey Pender,Burgaw,Pender,NC,South,"34.550681, -77.925825",County,Other: County/Municipality ,Unknown,1875,,Active
832,Confederate Soldiers Monument,No specific honoree,Burnsville,Yancey,NC,South,"35.917220 , -82.299060",Monument,Courthouse Grounds,Sons of Confederate Veterans and Confederate Monument Association,2009,,Active
5012,Jefferson Davis Highway Marker,Jefferson Davis,Chapel Hill,"Durham‎, ‎Orange",NC,South,"35.914202, -79.052857",Monument,Other: Monument,unknown,unknown,,Active
781,Silent Sam Confederate Soldiers Monument,No specific honoree,Chapel Hill,"Durham‎, ‎Orange",NC,South,"35.913617, -79.052117",Monument,Other: Monument,United Daughters of the Confederacy,1913,,Active
783,Confederate Reunion Marker,No specific honoree,Charlotte,Mecklenburg,NC,South,"35.218550 , -80.829630",Monument,Other: Monument,Citizens of the city of Charlotte and the county of Mecklenburg,1929,,Active
3035,Confederate Soldiers Monument,No specific honoree,Charlotte,Mecklenburg,NC,South,"35.222031, -80.838050",Monument,Other: Monument,The Confederate Memorial Association of Charlotte,1977,2015,Removed
1841,CSA North Carolina Military Institute monument,No specific honoree,Charlotte,Mecklenburg,NC,South,"35.217806, -80.848490",Monument,Other: Monument,Sons of Confederate Veterans,1994,2016,Removed
1844,Hill Street,A.P. Hill,Charlotte,Mecklenburg,NC,South,"35.227609, -80.855395",Highway / Roadway,Roads,Unknown,1869,,Active
1845,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Charlotte,Mecklenburg,NC,South,"35.222179, -80.825079",Highway / Roadway,Roads,Unknown,Unknown,,Active
784,Jefferson Davis Plaque,Jefferson Davis,Charlotte,Mecklenburg,NC,South,"35.226350 , -80.844510",Monument,Other: Monument,Unknown,Unknown,,Active
760,Jefferson Davis Street,Jefferson Davis,Charlotte,Mecklenburg,NC,South,"35.254812, -80.830276",Highway / Roadway,Roads,Unknown,Unknown,,Active
782,Last Meetings of the Confederate Cabinet Marker,No specific honoree,Charlotte,Mecklenburg,NC,South,"35.226730 , -80.843780",Monument,Other: Monument,United Daughters of the Confederacy,1915,,Active
1842,Stonewall Street,"Thomas Jonathan ""Stonewall"" Jackson",Charlotte,Mecklenburg,NC,South,"35.218107, -80.842510",Highway / Roadway,Roads,Unknown,1869,,Active
833,Confederate Soldiers Monument,No specific honoree,Clinton,Sampson,NC,South,"34.997817, -78.323750",Monument,Courthouse Grounds,United Daughters of the Confederacy,1916,,Active
739,General Lee Lane,Robert E. Lee,Clinton,Sampson,NC,South,"34.927330, -78.412776",Highway / Roadway,Roads,Unknown,Unknown,,Active
834,Confederate Soldiers Monument,No specific honoree,Columbia,Tyrrell,NC,South,"35.917600, -76.252183",Monument,Courthouse Grounds,Tyrrell Monument Association,1902,,Active
785,Confederate Soldiers Monument,No specific honoree,Concord,Cabarrus,NC,South,"35.409330 , -80.579730",Monument,Other: Monument,Ladies' Memorial Association of Concord,1892,,Active
870,Stonewall Jackson Youth Development Center,"Thomas Jonathan ""Stonewall"" Jackson",Concord,Cabarrus,NC,South,"35.362581, -80.600838",Building,"Other: Parks/Trails, Etc.",Unknown,1909,,Active
835,Confederate Soldiers Monument,No specific honoree,Currituck,Currituck,NC,South,"36.449767, -76.015950",Monument,Courthouse Grounds,United Confederate Veterans,1922,,Active
836,Gaston County Confederate Soldier Monument,No specific honoree,Dallas,Gaston,NC,South,"35.316060 , -81.176140",Monument,Courthouse Grounds,Sons of Confederate Veterans,2003,,Active
837,Confederate Soldiers Monument,No specific honoree,Danbury,Stokes,NC,South,"36.409420 , -80.206040",Monument,Courthouse Grounds,Sons of Confederate Veterans and Stokes County Historical Society,1990,,Active
838,Confederate Soldiers Monument,No specific honoree,Dobson,Surry,NC,South,"36.395467, -80.723400",Monument,Courthouse Grounds,Sons of Confederate Veterans,2000,,Active
738,General Lee Avenue,Robert E. Lee,Dunn,Harnett,NC,South,"35.316850, -78.613496",Highway / Roadway,Roads,Unknown,Unknown,,Active
839,Confederate Soldiers Monument,No specific honoree,Durham,Durham,NC,South,"35.994067, -78.898967",Monument,Courthouse Grounds,People of Durham County,1924,2017,Removed
1868,Robert E. Lee Statue,Robert E. Lee,Durham,Durham,NC,South,"36.001671, -78.939838",Monument,Other: Monument,Unknown,1932,2017,Removed
786,Confederate Soldiers Monument,No specific honoree,Edenton,Chowan,NC,South,"36.057166 , -76.609404",Monument,Other: Monument,United Daughters of the Confederacy,1909,,Active
840,Confederate Soldiers Monument,No specific honoree,Elizabeth City,"Pasquotank‎, ‎Camden",NC,South,"36.300323, -76.222069",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Active
787,"Monument to the ""Confederate Grays"" 20th Regiment North Carolina State Troops",No specific honoree,Faison,"Duplin‎, ‎Sampson",NC,South,"35.116570 , -78.138050",Monument,Other: Monument,Sons of CO. E. C.S A. Committee & others named,1932,,Active
3031,Bragg Blvd,Braxton Bragg,Fayetteville,Cumberland,NC,South,"35.065012, -78.896938",Highway / Roadway,Roads,Unknown,Unknown,,Active
788,Confederate Arsenal,No specific honoree,Fayetteville,Cumberland,NC,South,"35.054317, -78.892333",Monument,Other: Monument,United Daughters of the Confederacy and North Carolina Historical Commission,1928,,Active
789,Confederate Soldiers Monument,No specific honoree,Fayetteville,Cumberland,NC,South,"35.058610 , -78.904080",Monument,Other: Monument,Ladies Monument Association and Women of Cumberland County,1902,,Active
3032,Fort Bragg Rd,Braxton Bragg,Fayetteville,Cumberland,NC,South,"35.059285, -78.903675
",Highway / Roadway,Roads,Unknown,Unknown,,Active
737,General Lee Avenue,Robert E. Lee,Fayetteville,Cumberland,NC,South,"35.061489, -78.903364",Highway / Roadway,Roads,Unknown,Unknown,,Active
761,Robert E. Lee Drive,Robert E. Lee,Flat Rock,Henderson,NC,South,"35.269183, -82.437057",Highway / Roadway,Roads,Unknown,Unknown,,Active
790,Jefferson Davis Monument,Jefferson Davis,Fletcher,Henderson,NC,South,"35.442467, -82.503850",Monument,Other: Monument,United Daughters of the Confederacy,1931,,Active
2177,Robert E. Lee Dixie Highway Marker,Robert E. Lee,Fletcher,Henderson,NC,South,"35.442967, -82.506100",Monument,Other: Monument,United Daughters of the Confederacy,1926,,Active
791,Forest City Confederate Monument,No specific honoree,Forest City,Rutherford ,NC,South,"35.333800, -81.865300",Monument,Other: Monument,United Daughters of the Confederacy,1932,,Active
778,Fort Bragg,Braxton Bragg,Fort Bragg,"Cumberland, Hoke, Harnett, and Moore",NC,South,"35.145052, -79.002052",Military Base,Other: Buildings,Unknown,1918,,Active
792,Confederate Soldiers Memorial,No specific honoree,Franklin,Macon,NC,South,"35.181650, -83.381317",Monument,Other: Monument,Unknown,1909,,Active
841,Confederate Soldiers Monument,No specific honoree,Gastonia,Gaston,NC,South,"35.266460 , -81.182290",Monument,Courthouse Grounds,United Daughters of the Confederacy and Children of the Confederacy,1912,,Active
793,Confederate Soldiers Monument,No specific honoree,Gatesville,Gates,NC,South,"36.403270 , -76.752990",Monument,Other: Monument,Confederate Monument Association,1915,,Active
842,Confederate Soldiers Monument,No specific honoree,Graham,Alamance,NC,South,"36.069540 , -79.400350",Monument,Courthouse Grounds,United Daughters of the Confederacy,1914,,Active
794,Army of Tennessee Monument,No specific honoree,Greensboro,Guilford,NC,South,"36.067510, -79.790030",Monument,Other: Monument,Sons of Confederate Veterans,1985,,Active
795,Confederate Soldiers Monument,No specific honoree,Greensboro,Guilford,NC,South,"36.067517, -79.790104",Monument,Other: Monument,Sons of Confederate Veterans,1986,,Active
843,Confederate Soldiers Monument,No specific honoree,Greenville,Pitt,NC,South,"35.613370 , -77.372650",Monument,Courthouse Grounds,People of Pitt County,1914,,Active
733,Vance County,Zebulon Baird Vance,Henderson,Vance,NC,South,"36.329358, -78.401723",County,Other: County/Municipality ,Unknown,1881,,Active
2249,Vance County Confederate Monument,No specific honoree,Henderson,Vance,NC,South,"36.328717, -78.402550",Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Active
844,Confederate Soldiers Monument,No specific honoree,Hendersonville,Henderson,NC,South,"35.314440 , -82.460170",Monument,Other: Monument,United Confederate Veterans,1903,,Active
2178,Robert E. Lee Dixie Highway Marker,Robert E. Lee,Hendersonville,Henderson,NC,South,"35.314683, -82.459617",Monument,Courthouse Grounds,United Daughters of the Confederacy,1926,,Active
845,Confederate Soldiers Monument,No specific honoree,Hertford,Perquimans,NC,South,"36.189520 , -76.465640",Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Active
1899,Confederate Memorial Building Name,No specific honoree,Hillsborough,Orange,NC,South,"36.077213, -79.099694",Building,Other: Buildings,Unknown,1934,2015,Removed
796,Confederate Soldiers Monument,No specific honoree,Holly Springs,Wake,NC,South,"35.651160 , -78.835210",Monument,Other: Monument,United Daughters of the Confederacy and United Confederate Veterans,1923,,Active
759,Jefferson Davis Street,Jefferson Davis,Hope Mills,Cumberland,NC,South,"34.963585, -78.947438",Highway / Roadway,Roads,Unknown,Unknown,,Active
797,Confederate Soldiers Monument,No specific honoree,Jacksonville,Onslow,NC,South,"34.750880 , -77.431360",Monument,Other: Monument,The Onslow Guards and the United Daughters of the Confederacy,1957,,Active
799,Confederate Soldiers Monument,No specific honoree,Kinston,Lenoir,NC,South,"35.244000 , -77.584740",Monument,Other: Monument,United Daughters of the Confederacy,1924,,Active
800,CSS Neuse Confederate Ironclad Gunboat Monument,No specific honoree,Kinston,Lenoir,NC,South,"35.259650, -77.583067",Monument,Other: Monument,Unknown,Unknown,,Active
798,General Robert Hoke Monument,Robert Hoke ,Kinston,Lenoir,NC,South,"35.224110 , -77.529700",Monument,Other: Monument,"United Daughters of the Confederacy, Sons of Confederate Veterans, and North Carolina Historical Commission",1920,,Active
764,Robert E. Lee Drive,Robert E. Lee,Kinston,Lenoir,NC,South,"35.250051, -77.514142",Highway / Roadway,Roads,Unknown,Unknown,,Active
801,Confederate Memorial,No specific honoree,Kure Beach,New Hanover,NC,South,"33.969270 , -77.917940",Monument,Other: Monument,New Hanover County Historical Commission,1932,,Active
802,Confederate Soldiers Monument,No specific honoree,Kure Beach,New Hanover,NC,South,"33.969390 , -77.918220",Monument,Other: Monument,United Daughters of the Confederacy,1932,,Active
846,Confederate Soldiers Monument,No specific honoree,Laurinburg,Scotland,NC,South,"34.775890 , -79.460500",Monument,Courthouse Grounds,United Daughters of the Confederacy,1912,,Active
847,Confederate Soldiers Monument,No specific honoree,Lenoir,Caldwell,NC,South,"35.914790 , -81.539720",Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Active
803,Confederate Soldiers Monument,No specific honoree,Lexington,Davidson,NC,South,"35.823750 , -80.253330",Monument,Other: Monument,United Daughters of the Confederacy,1905,,Active
752,Confederate Street,No specific honoree,Lexington,Davidson,NC,South,"35.849516, -80.258317",Highway / Roadway,Roads,Unknown,Unknown,,Active
3033,Hampton St,Wade Hampton,Lexington,Davidson,NC,South,"35.849455, -80.256353",Highway / Roadway,Roads,Unknown,Unknown,,Active
3034,Lee St,Robert E. Lee,Lexington,Davidson,NC,South,"35.848395, -80.255624
",Highway / Roadway,Roads,Unknown,Unknown,,Active
848,Confederate Soldiers Memorial Drinking Fountain,No specific honoree,Lincolntown,Lincoln,NC,South,"35.471430 , -81.257260",Monument,Courthouse Grounds,Children of the Confederacy,1911,,Active
805,Confederate Soldiers Monument,No specific honoree,Louisburg,Franklin,NC,South,"36.104217, -78.297300",Monument,Other: Monument,United Daughters of the Confederacy,1914,,Active
849,First Confederate Flag Marker and Monument,No specific honoree,Louisburg,Franklin,NC,South,"36.098770 , -78.300990",Monument,Courthouse Grounds,United Daughters of the Confederacy,1923,,Active
850,Confederate Soldiers Monument,No specific honoree,Lumberton,Robeson,NC,South,"34.620060 , -79.008230",Monument,Courthouse Grounds,Unknown,1907,,Active
745,Beauregard Lane,Pierre Gustave Toutant-Beauregard,Mebane,"Alamance, Orange",NC,South,"36.087200, -79.275648",Highway / Roadway,Roads,Unknown,Unknown,,Active
747,Hill Lane,A.P. Hill,Mebane,"Alamance, Orange",NC,South,"36.086472, -79.279307",Highway / Roadway,Roads,Unknown,Unknown,,Active
748,Pickett Lane,George Pickett,Mebane,"Alamance, Orange",NC,South,"36.086489, -79.280498",Highway / Roadway,Roads,Unknown,Unknown,,Active
746,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Mebane,"Alamance, Orange",NC,South,"36.085683, -79.276914",Highway / Roadway,Roads,Unknown,Unknown,,Active
749,Stuart Lane,"James Ewell Brown ""Jeb"" Stuart",Mebane,"Alamance, Orange",NC,South,"36.086030, -79.277536",Highway / Roadway,Roads,Unknown,Unknown,,Active
816,Confederate Soldiers Monument,No specific honoree,Middletown,Hyde,NC,South,"35.478170 , -76.012510",Monument,Other: Monument,Sons of Confederate Veterans,2001,,Active
751,Confederate Street,No specific honoree,Monroe,Union,NC,South,"34.986895, -80.518802",Highway / Roadway,Roads,Unknown,Unknown,,Active
807,Confederate Soldiers Monument,No specific honoree,Morganton,Burke,NC,South,"35.745629, -81.687789",Monument,Other: Monument,Sons of Confederate Veterans,1918,,Active
808,Confederate Soldiers Monument,No specific honoree,Newton,Catawba,NC,South,"35.663398, -81.222139",Monument,Other: Monument,United Daughters of the Confederacy,1907,,Active
809,Confederate Soldiers Monument,No specific honoree,Oxford,Granville,NC,South,"36.309667, -78.587944",Monument,Other: Monument,United Daughters of the Confederacy,1909,,Active
810,Confederate Soldiers Monument,No specific honoree,Pittsboro,Chatham,NC,South,"35.720151, -79.177037",Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Active
734,Hoke County,Robert Hoke ,Raeford,Hoke,NC,South,"35.017641, -79.223640",County,Other: County/Municipality ,Unknown,1911,,Active
777,Confederate Memorial Day,No specific honoree,Raleigh,Wake,NC,South,"35.780558, -78.639145",Holiday / Observances,Other: Holiday,Unknown,Unknown,,Active
2157,Confederate Monument,No specific honoree,Raleigh,Wake,NC,South,"35.780423, -78.639935",Monument,Other Government Office Grounds,State of North Carolina,1895,,Active
866,Confederate Women's Monument,No specific honoree,Raleigh,Wake,NC,South,"35.779780, -78.639681",Monument,Other Government Office Grounds,Colonel Ashley Horne,1914,,Active
867,Henry Lawson Wyatt Monument,Henry Lawson Wyatt,Raleigh,Wake,NC,South,"35.780675, -78.639598",Monument,Other Government Office Grounds,United Daughters of the Confederacy,1912,,Active
776,Robert E Lee Day,Robert E. Lee,Raleigh,Wake,NC,South,"35.780253, -78.639101",Holiday / Observances,Other: Holiday,Unknown,Unknown,,Active
865,Samuel A'Court Ashe Monument,Samuel A'Court Ashe,Raleigh,Wake,NC,South,"35.780801, -78.639768",Monument,Other Government Office Grounds,"North Carolina General Assembly, Ashe Memorial Committee",1940,,Active
731,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Raleigh,Wake,NC,South,"35.780383, -78.639091",Commemorative License Plate,"Other: Flags, Etc.",Sons of Confederate Veterans,Unknown,,Active
2046,Zebulon Baird Vance Monument,Zebulon Baird Vance,Raleigh,Wake,NC,South,"35.779820 , -78.638850",Monument,Other Government Office Grounds,Vance Monumental Association,1900,,Active
2125,Confederate Soldier Monument,No specific honoree,Reidsville,Rockingham,NC,South,"36.361600, -79.664302",Monument,Other: Monument,Unknown,1915,,Active
811,Confederate Soldiers Monument,No specific honoree,Rockingham,Richmond,NC,South,"34.939374, -79.774536",Monument,Other: Monument,United Daughters of the Confederacy of Richmond County,1930,,Active
812,Confederate Soldiers Monument,No specific honoree,Rocky Mount,Nash,NC,South,"35.962057, -77.805420",Monument,Other: Monument,Colonel R.H. Ricks,1917,,Active
852,Confederate Monument,No specific honoree,Roxboro,Person,NC,South,"36.393743, -78.983867",Monument,Courthouse Grounds,United Daughters of the Confederacy,1931,,Active
853,Confederate Soldiers Monument,No specific honoree,Roxboro,Person,NC,South,"36.393708, -78.983839",Monument,Courthouse Grounds,United Daughters of the Confederacy,1922,,Active
854,Confederate Soldiers Monument,No specific honoree,Rutherfordton,Rutherford,NC,South,"35.368960, -81.957145",Monument,Courthouse Grounds,United Daughters of the Confederacy,1910,,Active
757,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Salisbury,Rowan,NC,South,"35.686746, -80.450473",Highway / Roadway,Roads,Unknown,Unknown,,Active
754,Confederate Avenue,No specific honoree,Salisbury,Rowan,NC,South,"35.684955, -80.461101",Highway / Roadway,Roads,Unknown,Unknown,,Active
813,Confederate Soldiers Monument,No specific honoree,Salisbury,Rowan,NC,South,"35.668405, -80.471085",Monument,Other: Monument,United Daughters of the Confederacy,1909,,Active
755,Stonewall Road,"Thomas Jonathan ""Stonewall"" Jackson",Salisbury,Rowan,NC,South,"35.684474, -80.457301",Highway / Roadway,Roads,Unknown,Unknown,,Active
756,Stuart Street,"James Ewell Brown ""Jeb"" Stuart",Salisbury,Rowan,NC,South,"35.688585, -80.455177",Highway / Roadway,Roads,Unknown,Unknown,,Active
735,Lee County,Robert E. Lee,Sanford,Lee,NC,South,"35.490451, -79.172289",County,Other: County/Municipality ,Unknown,1907,,Active
775,Old Jefferson Davis Highway,Jefferson Davis,Sanford,Lee,NC,South,"35.430325, -79.221631",Highway / Roadway,Roads,Unknown,Unknown,,Active
762,Robert E. Lee Drive,Robert E. Lee,Sanford,Lee,NC,South,"35.431082, -79.129590",Highway / Roadway,Roads,Unknown,Unknown,,Active
814,The Last Grand Review,No specific honoree,Selma,Johnston,NC,South,"35.558956, -78.296834",Monument,Other: Monument,Sons of Confederate Veterans,1990,,Active
855,Confederate Soldiers Monument,No specific honoree,Shelby,Cleveland,NC,South,"35.291411, -81.540126",Monument,Courthouse Grounds,United Daughters of the Confederacy,1906,,Active
815,Confederate Soldiers Monument,No specific honoree,Snow Hill,Greene,NC,South,"35.455721, -77.670352",Monument,Other: Monument,United Daughters of the Confederacy,1929,,Active
740,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Spencer,Rowan,NC,South,"35.686981, -80.450388",Highway / Roadway,Roads,Unknown,Unknown,,Active
744,Pickett Avenue,George Pickett,Spencer,Rowan,NC,South,"35.690850, -80.448573",Highway / Roadway,Roads,Unknown,Unknown,,Active
741,Stuart Street,"James Ewell Brown ""Jeb"" Stuart",Spencer,Rowan,NC,South,"35.687616, -80.451020",Highway / Roadway,Roads,Unknown,Unknown,,Active
736,General Lee Street,Robert E. Lee,Spring Lake,Cumberland,NC,South,"35.245627, -78.877934",Highway / Roadway,Roads,Unknown,Unknown,,Active
2187,Iredell County Confederate Monument,No specific honoree,Statesville,Iredell,NC,South,"35.783641, -80.888158",Monument,Courthouse Grounds,United Daughters of the Confederacy,1905,,Active
750,Stonewall,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,Pamlico,NC,South,"35.135652, -76.744382",Highway / Roadway,Roads,Unknown,Unknown,,Active
2189,Jackson County Confederate Monument,"Thomas Jonathan ""Stonewall"" Jackson",Sylva,Jackson,NC,South,"35.373781, -83.227657",Monument,Courthouse Grounds,Unknown,1915,,Active
817,Confederate Soldiers Monument,No specific honoree,Tarboro,Edgecombe,NC,South,"35.900452, -77.535971",Monument,Other: Monument,United Daughters of the Confederacy,1904,,Active
818,Henry Lawson Wyatt Memorial Fountain,Henry Lawson Wyatt,Tarboro,Edgecombe,NC,South,"35.900292, -77.536279",Monument,Other: Monument,United Daughters of the Confederacy,1910,,Active
856,Civil War Soldiers Monument,No specific honoree,Taylorsville,Alexander,NC,South,"35.922652, -81.175547",Monument,Courthouse Grounds,Virgil “Gus” Beckham and Alexander County,1959,,Active
819,Thomasville and Davidson County Civil War Memorial,No specific honoree,Thomasville,Davidson,NC,South,"35.883224, -80.080398",Monument,Other: Monument,Sons of Confederate Veterans,2010,,Active
857,Confederate Soldiers Monument,No specific honoree,Trenton,Jones,NC,South,"35.063446, -77.353533",Monument,Courthouse Grounds,United Daughters of the Confederacy,1960,,Active
2144,Anson County Women of the Confederacy Monument,No specific honoree,Wadesboro,Anson,NC,South,"34.967083, -80.076333",Monument,Courthouse Grounds,William Alexander Smith,1934,,Active
858,Confederate Soldiers Monument,No specific honoree,Wadesboro,Anson,NC,South,"34.966880, -80.076520",Monument,Courthouse Grounds,United Daughters of the Confederacy,1906,,Active
859,Confederate Soldiers Monument,No specific honoree,Warrenton,Warren,NC,South,"36.398428, -78.155431",Monument,Courthouse Grounds,United Daughters of the Confederacy and Sons of Warren,1913,,Active
763,Robert E. Lee Drive,Robert E. Lee,Watha,Pender,NC,South,"34.609179, -78.115379",Highway / Roadway,Roads,Unknown,Unknown,,Active
860,Confederate Soldiers Memorial,No specific honoree,Waynesville,Haywood ,NC,South,"36.398428, -78.155434",Monument,Courthouse Grounds,"United Daughters of the Confederacy, county board of commissioners",1940,,Active
869,North Carolina Confederate Veterans Forest,No specific honoree,Waynesville,Haywood ,NC,South,"35.302743, -82.904970",Other,"Other: Parks/Trails, Etc.",United Daughters of the Confederacy and U.S. Forest Service,1956,,Active
820,Confederate Soldiers Monument,No specific honoree,Weldon,Halifax,NC,South,"36.420518, -77.598459",Monument,Other: Monument,United Daughters of the Confederacy,1908,,Active
861,Confederate Monument,No specific honoree,Wilkesboro,Wilkes,NC,South,"36.149368, -81.152189",Monument,Courthouse Grounds,Sons of Confederate Veterans,1998,,Active
2014,Archer Drive,James J. Archer,Wilmington,New Hanover,NC,South,"34.176458, -77.885735",Highway / Roadway,Roads,Unknown,Unknown,,Active
2015,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Wilmington,New Hanover,NC,South,"34.195106, -77.897062",Highway / Roadway,Roads,Unknown,Unknown,,Active
2004,Bedford Forest Drive,Nathan Bedford Forrest,Wilmington,New Hanover,NC,South,"34.186127, -77.895404",Highway / Roadway,Roads,Unknown,Unknown,,Active
2016,Bragg Drive,Braxton Bragg,Wilmington,New Hanover,NC,South,"34.184416, -77.886906",Highway / Roadway,Roads,Unknown,Unknown,,Active
773,Breckenridge Drive,John C. Breckinridge,Wilmington,New Hanover,NC,South,"34.187723, -77.905704",Highway / Roadway,Roads,Unknown,Unknown,,Active
769,Buckner Drive,Simon Bolivar Buckner,Wilmington,New Hanover,NC,South,"34.188548, -77.904762",Highway / Roadway,Roads,Unknown,Unknown,,Active
2017,Chalmers Drive,James Ronald Chalmers,Wilmington,New Hanover,NC,South,"34.183680, -77.889073",Highway / Roadway,Roads,Unknown,Unknown,,Active
821,Confederate Monument,James Ronald Chalmers,Wilmington,New Hanover,NC,South,"33.969373, -77.918229",Monument,Other: Monument,United Daughters of the Confederacy,1932,,Active
823,Confederate Soldiers Monument,No specific honoree,Wilmington,New Hanover,NC,South,"34.234281, -77.945908",Monument,Other: Monument,Ladies Memorial Association,1872,,Active
766,Early Drive,Jubal Anderson Early,Wilmington,New Hanover,NC,South,"34.187147, -77.907602",Highway / Roadway,Roads,Unknown,Unknown,,Active
2018,Ewell Drive,Richard Stoddert Ewell,Wilmington,New Hanover,NC,South,"34.185476, -77.887777",Highway / Roadway,Roads,Unknown,Unknown,,Active
2002,George Anderson Drive,George Anderson,Wilmington,New Hanover,NC,South,"34.182739, -77.907853",Highway / Roadway,Roads,Unknown,Unknown,,Active
824,George Davis Statue,George Davis,Wilmington,New Hanover,NC,South,"34.235576, -77.945759",Monument,Other: Monument,United Daughters of the Confederacy,1911,,Active
2019,Greenhowe Drive,Rose O'Neal Greenhow,Wilmington,New Hanover,NC,South,"34.189101, -77.883336",Highway / Roadway,Roads,Unknown,Unknown,,Active
2020,Hood Drive,John Bell Hood,Wilmington,New Hanover,NC,South,"34.189020, -77.886227",Highway / Roadway,Roads,Unknown,Unknown,,Active
768,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Wilmington,New Hanover,NC,South,"34.190075, -77.905846",Highway / Roadway,Roads,Unknown,Unknown,,Active
2013,Joe Wheeler Drive,Joseph Wheeler,Wilmington,New Hanover,NC,South,"34.179937, -77.885824",Highway / Roadway,Roads,Unknown,Unknown,,Active
2003,John D. Barry Dr,John D. Barry,Wilmington,New Hanover,NC,South,"34.178326, -77.898739",Highway / Roadway,Roads,Unknown,Unknown,,Active
2009,John S. Mosby Drive,John Singleton Mosby,Wilmington,New Hanover,NC,South,"34.179746, -77.900027",Highway / Roadway,Roads,Unknown,Unknown,,Active
